match_id,team,player,starter,position,role,formation,confidence,confirmed,source,updated_at
,Tunisia,Hazem Mastouri,0,FW,Centre-Forward,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Tunisia,Hannibal Mejbri,0,MF,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Tunisia,Ismaël Gharbi,1,MF,Left Winger,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Tunisia,Mortadha Ben Ouanes,0,DF,Left Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Tunisia,Rani Khedira,0,MF,Defensive Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Tunisia,Khalil Ayari,0,MF,Right Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Tunisia,Mohamed Belhadj Mahmoud,0,MF,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Tunisia,Aymen Dahmen,1,GK,Goalkeeper,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Tunisia,Ellyes Skhiri,1,MF,Defensive Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Tunisia,Rayan Elloumi,0,FW,Centre-Forward,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Tunisia,Firas Chaouat,1,FW,Centre-Forward,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Tunisia,Yan Valery,0,DF,Right-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Tunisia,Mohamed Amine Ben Hamida,0,DF,Left-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Tunisia,Sabri Ben Hessen,0,GK,Goalkeeper,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Tunisia,Moutaz Neffati,0,DF,Right-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Tunisia,Raed Chikhaoui,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Tunisia,Anis Ben Slimane,1,MF,Attacking Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Tunisia,Sebastian Tounekti,1,MF,Left Winger,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Belgium,Thibaut Courtois,1,GK,Goalkeeper,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Belgium,Zeno Debast,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Belgium,Arthur Theate,1,DF,Centre-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Belgium,Brandon Mechele,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Belgium,Maxim De Cuyper,0,DF,Left-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Belgium,Axel Witsel,1,MF,Defensive Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Belgium,Kevin De Bruyne,1,MF,Attacking Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Belgium,Youri Tielemans,1,MF,Central Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Belgium,Romelu Lukaku,1,FW,Centre-Forward,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Belgium,Leandro Trossard,1,FW,Left Winger,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Belgium,Jérémy Doku,1,FW,Left Winger,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Belgium,Senne Lammens,0,GK,Goalkeeper,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Belgium,Mike Penders,0,GK,Goalkeeper,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Belgium,Dodi Lukébakio,0,FW,Right Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Belgium,Thomas Meunier,1,DF,Right-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Belgium,Koni De Winter,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Belgium,Charles De Ketelaere,0,FW,Attacking Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Belgium,Joaquin Seys,0,DF,Left-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Belgium,Diego Moreira,0,MF,Left Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Belgium,Hans Vanaken,0,MF,Attacking Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Belgium,Timothy Castagne,1,DF,Right-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Belgium,Alexis Saelemaekers,0,MF,Right Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Belgium,Nicolas Raskin,0,MF,Defensive Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Belgium,Amadou Onana,1,MF,Defensive Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Belgium,Nathan Ngoy,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Belgium,Matias Fernandez-Pardo,0,FW,Centre-Forward,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Egypt,Mohamed El Shenawy,1,GK,Goalkeeper,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Egypt,Yasser Ibrahim,0,DF,Centre-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Egypt,Mohamed Hany,1,DF,Right-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Egypt,Hossam Abdelmaguid,0,DF,Centre-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Egypt,Ramy Rabia,1,DF,Centre-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Egypt,Mohamed Abdelmonem,1,DF,Centre-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Egypt,Trézéguet,1,FW,Left Winger,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Egypt,Emam Ashour,1,MF,Central Midfield,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Egypt,Hamza Abdelkarim,0,FW,Centre-Forward,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Egypt,Mohamed Salah,1,FW,Right Winger,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Egypt,Mostafa Ziko,0,MF,Left Winger,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Egypt,Haissem Hassan,0,FW,Right Winger,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Egypt,Ahmed Fatouh,1,DF,Left-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Egypt,Hamdy Fathy,1,MF,Defensive Midfield,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Egypt,Karim Hafez,0,DF,Left-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Egypt,El Mahdy Soliman,0,GK,,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Egypt,Mohanad Lasheen,1,MF,Defensive Midfield,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Egypt,Nabil Emad,0,MF,,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Egypt,Marwan Attia,0,MF,,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Egypt,Ibrahim Adel,0,FW,Left Winger,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Egypt,Mahmoud Saber,0,MF,Central Midfield,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Egypt,Omar Marmoush,1,FW,Centre-Forward,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Egypt,Mostafa Shobeir,0,GK,,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Egypt,Tarek Alaa,0,DF,Right-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Egypt,Zizo,0,FW,Right Winger,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Egypt,Mohamed Alaa,0,GK,Goalkeeper,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,IR Iran,Alireza Beiranvand,1,GK,Goalkeeper,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,IR Iran,Saleh Hardani,0,DF,Right-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,IR Iran,Ehsan Hajsafi,1,DF,Left-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,IR Iran,Shojae Khalilzadeh,0,DF,,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,IR Iran,Milad Mohammadi,1,DF,Left-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,IR Iran,Saeid Ezatolahi,0,MF,,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,IR Iran,Alireza Jahanbakhsh,1,MF,Right Winger,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,IR Iran,Mohammad Mohebi,1,MF,Left Winger,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,IR Iran,Mehdi Taremi,1,FW,Centre-Forward,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,IR Iran,Mehdi Ghayedi,1,FW,Left Winger,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,IR Iran,Ali Alipour,0,FW,Centre-Forward,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,IR Iran,Payam Niazmand,0,GK,Goalkeeper,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,IR Iran,Hossein Kanaanizadegan,0,DF,,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,IR Iran,Saman Ghoddos,1,MF,Attacking Midfield,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,IR Iran,Rouzbeh Cheshmi,0,MF,,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,IR Iran,Mahdi Torabi,0,MF,,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,IR Iran,Arya Yousefi,1,DF,Right-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,IR Iran,Amirhossein Hosseinzadeh,1,FW,Centre-Forward,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,IR Iran,Ali Nemati,0,DF,Centre-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,IR Iran,Shahriyar Moghanlou,0,FW,,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,IR Iran,Mohammad Ghorbani,0,MF,Defensive Midfield,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,IR Iran,Hossein Hosseini,0,GK,,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,IR Iran,Ramin Rezaeian,1,DF,Right-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,IR Iran,Dennis Eckert,0,FW,,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,IR Iran,Danial Eiri,0,DF,Centre-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,IR Iran,Amirmohammad Razzaghinia,0,MF,Central Midfield,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,New Zealand,Max Crocombe,1,GK,Goalkeeper,4-4-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,New Zealand,Tim Payne,1,DF,Right-Back,4-4-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,New Zealand,Francis de Vries,0,DF,Left-Back,4-4-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,New Zealand,Tyler Bindon,1,DF,Centre-Back,4-4-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,New Zealand,Michael Boxall,1,DF,Centre-Back,4-4-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,New Zealand,Joe Bell,1,MF,Defensive Midfield,4-4-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,New Zealand,Logan Rogerson,0,FW,Right Winger,4-4-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,New Zealand,Marko Stamenić,1,MF,Central Midfield,4-4-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,New Zealand,Chris Wood,1,FW,Centre-Forward,4-4-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,New Zealand,Sarpreet Singh,0,MF,Attacking Midfield,4-4-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,New Zealand,Elijah Just,1,MF,Attacking Midfield,4-4-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,New Zealand,Alex Paulsen,0,GK,Goalkeeper,4-4-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,New Zealand,Liberato Cacace,1,DF,Left-Back,4-4-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,New Zealand,Alex Rufer,0,MF,Defensive Midfield,4-4-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,New Zealand,Nando Pijnaker,0,DF,Centre-Back,4-4-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,New Zealand,Finn Surman,0,DF,Centre-Back,4-4-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,New Zealand,Kosta Barbarouses,1,FW,Centre-Forward,4-4-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,New Zealand,Ben Waine,0,FW,Centre-Forward,4-4-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,New Zealand,Ben Old,0,MF,Left-Back,4-4-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,New Zealand,Callum McCowatt,1,MF,Attacking Midfield,4-4-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,New Zealand,Jesse Randall,0,FW,Left Winger,4-4-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,New Zealand,Michael Woud,0,GK,Goalkeeper,4-4-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,New Zealand,Ryan Thomas,0,MF,Defensive Midfield,4-4-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,New Zealand,Callan Elliot,0,DF,Right-Back,4-4-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,New Zealand,Lachlan Bayliss,0,MF,Central Midfield,4-4-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,New Zealand,Tommy Smith,0,DF,Centre-Back,4-4-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cabo Verde,Vozinha,1,GK,Goalkeeper,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cabo Verde,Stopira,0,DF,Centre-Back,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cabo Verde,Diney,0,DF,,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cabo Verde,Pico,0,DF,,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cabo Verde,Logan Costa,1,DF,Centre-Back,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cabo Verde,Kevin Pina,1,MF,Defensive Midfield,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cabo Verde,Jovane Cabral,0,MF,Left Winger,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cabo Verde,João Paulo,1,MF,Defensive Midfield,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cabo Verde,Gilson Benchimol,1,FW,Centre-Forward,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cabo Verde,Jamiro Monteiro,1,MF,Central Midfield,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cabo Verde,Garry Rodrigues,1,MF,Right Winger,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cabo Verde,Márcio Rosa,0,GK,Goalkeeper,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cabo Verde,Sidny Lopes Cabral,1,DF,Left-Back,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cabo Verde,Deroy Duarte,0,MF,Central Midfield,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cabo Verde,Laros Duarte,0,MF,Defensive Midfield,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cabo Verde,Yannick Semedo,0,MF,Central Midfield,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cabo Verde,Willy Semedo,1,MF,Left Winger,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cabo Verde,Telmo Arcanjo,0,MF,Right Winger,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cabo Verde,Dailon Livramento,0,FW,Centre-Forward,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cabo Verde,Ryan Mendes,1,FW,Left Winger,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cabo Verde,Nuno da Costa,0,MF,Centre-Forward,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cabo Verde,Steven Moreira,0,DF,Right-Back,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cabo Verde,CJ dos Santos,0,GK,Goalkeeper,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cabo Verde,Wagner Pina,1,DF,Right-Back,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cabo Verde,Kelvin Pires,0,DF,Centre-Back,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cabo Verde,Hélio Varela,0,MF,Left Winger,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Saudi Arabia,Nawaf Al-Aqidi,0,GK,Goalkeeper,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Saudi Arabia,Ali Majrashi,0,DF,Right-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Saudi Arabia,Ali Lajami,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Saudi Arabia,Abdulelah Al-Amri,1,DF,Centre-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Saudi Arabia,Hassan Al-Tambakti,0,DF,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Saudi Arabia,Nasser Al-Dawsari,1,MF,Central Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Saudi Arabia,Musab Al-Juwayr,1,MF,Central Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Saudi Arabia,Ayman Yahya,0,FW,Left-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Saudi Arabia,Firas Al-Buraikan,1,FW,Centre-Forward,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Saudi Arabia,Salem Al-Dawsari,1,FW,Left Winger,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Saudi Arabia,Saleh Al-Shehri,1,FW,Centre-Forward,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Saudi Arabia,Saud Abdulhamid,1,DF,Right-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Saudi Arabia,Nawaf Boushal,1,DF,Right-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Saudi Arabia,Hassan Kadesh,0,DF,Left-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Saudi Arabia,Abdullah Al-Khaibari,1,MF,Defensive Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Saudi Arabia,Ziyad Al-Johani,0,MF,Defensive Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Saudi Arabia,Khalid Al-Ghannam,0,FW,Left Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Saudi Arabia,Alaa Al-Hejji,0,MF,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Saudi Arabia,Abdullah Al-Hamdan,0,FW,Centre-Forward,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Saudi Arabia,Sultan Mandash,0,FW,Right Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Saudi Arabia,Mohammed Al-Owais,1,GK,Goalkeeper,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Saudi Arabia,Ahmed Al-Kassar,0,GK,Goalkeeper,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Saudi Arabia,Mohamed Kanno,1,MF,Central Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Saudi Arabia,Moteb Al-Harbi,0,DF,Left-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Saudi Arabia,Jehad Thakri,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Saudi Arabia,Mohammed Abu Al-Shamat,0,DF,Right-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Spain,David Raya,0,GK,Goalkeeper,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Spain,Marc Pubill,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Spain,Álex Grimaldo,0,DF,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Spain,Eric García,1,DF,Centre-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Spain,Marcos Llorente,0,DF,Right-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Spain,Mikel Merino,1,MF,Central Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Spain,Ferran Torres,1,FW,Centre-Forward,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Spain,Fabián Ruiz,1,MF,Central Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Spain,Gavi,0,MF,Central Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Spain,Dani Olmo,1,FW,Attacking Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Spain,Yéremy Pino,0,FW,Right Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Spain,Pedro Porro,0,DF,Right-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Spain,Joan Garcia,0,GK,Goalkeeper,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Spain,Aymeric Laporte,1,DF,Centre-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Spain,Álex Baena,0,MF,Left Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Spain,Rodri,1,MF,Defensive Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Spain,Nico Williams,0,FW,Left Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Spain,Martín Zubimendi,0,MF,Defensive Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Spain,Lamine Yamal,0,FW,Right Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Spain,Pedri,1,MF,Central Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Spain,Mikel Oyarzabal,1,FW,Centre-Forward,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Spain,Pau Cubarsí,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Spain,Unai Simón,1,GK,Goalkeeper,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Spain,Marc Cucurella,1,DF,Left-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Spain,Víctor Muñoz,0,FW,Left Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Spain,Borja Iglesias,0,FW,Centre-Forward,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uruguay,Sergio Rochet,0,GK,Goalkeeper,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
